Matricula,Razon_Soc,Direccion,Localidad,Partido_Depto,PROVINCIA,CodPost,EMail,Telefono,CUIT,FechaInsc,Actividad
8867,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE LA EMILIA LTDA,FERREYRA S/N B° LA EMILIA,SAN NICOLAS DE LOS ARROYOS,SAN NICOLAS,BUENOS AIRES,B2901,,,30-59627384-6,05/10/1978,SERVICIOS PUBLICOS - AGUA POTABLE
8868,COOP DE TRABAJO DOCENTE SAN NICOLAS LTDA,AV. MORENO N° 164,SAN NICOLAS DE LOS ARROYOS,SAN NICOLAS,BUENOS AIRES,B2900,,,30-52235722-3,06/10/1978,TRABAJO
8869,COOP DE PROVISION DE ELECTRICIDAD Y SERVICIOS PUBLICOS PASCANAS LTDA,RIVADAVIA N° 192,PASCANAS,UNION,CORDOBA,X2679,copelpa@pascanasisp.com.ar,(0353) 4898044,30-58126639-8,09/10/1978,DE PROVISION
8871,"COVIFRUT FEDERACION DE COOP VITIVINICOLAS, FRUTICOLAS Y HORTICOLAS COOP LTDA",ALBERDI Y BOLIVAR,SAN RAFAEL,SAN RAFAEL,MENDOZA,M5600,,,30-59894447-0,11/10/1978,FEDERACIONES - CONFEDERACIONES
8872,"COOP MEDICA DE TRABAJO, CONSUMO Y CREDITO RIO CUARTO LTDA",25 DE MAYO N° 399,RIO CUARTO,RIO CUARTO,CORDOBA,X5800,,24257,30-52208841-9,12/10/1978,DE PROVISION
8878,"COOP DE EDUCADORES SANTIAGUEÑOS DE CREDITO, CONSUMO, VIVIENDA Y PROVISION DE SERVICIOS LTDA (CO.E.SA.)",JUJUY N° 73,SANTIAGO DEL ESTERO,CAPITAL (SG),SANTIAGO DEL ESTERO,G4200,,(0385)421-4404/9135,30-58243714-5,18/10/1978,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
8879,COOP DE CONSUMO Y CREDITO NUEVA CIUDAD LTDA,SARMIENTO N° 1732,SAN LUIS,LA CAPITAL (SL),SAN LUIS,D5700,,25870,30-57874140-9,19/10/1978,CONSUMO
8881,COOP DE PROVISION DE AGUA POTABLE COLONIA DORA LTDA,Sin datos calle,COLONIA DORA,AVELLANEDA (SG),SANTIAGO DEL ESTERO,G4332,,,,23/10/1978,SERVICIOS PUBLICOS - AGUA POTABLE
8882,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE MARIANO H. ALFONZO LTDA,ZONA RURAL,MARIANO H. ALFONZO,PERGAMINO,BUENOS AIRES,B2718,,,30-61559615-5,24/10/1978,SERVICIOS PUBLICOS - AGUA POTABLE
8886,"COOP DE PROVISION DE SERVICIOS SOCIALES, ASISTENCIALES Y PROFESIONALES CAÑADA ROSQUIN LTDA",RIVADAVIA N° 968,CAÑADA ROSQUIN,SAN MARTIN (SF),SANTA FE,S2454,,0401-70459,30-59337421-8,25/10/1978,DE PROVISION
8887,CIUDAD DE GENERAL PACHECO COOP DE CREDITO LTDA,HIPOLITO YRIGOYEN N° 576,GENERAL PACHECO,TIGRE,BUENOS AIRES,B1617,,,30-57618784-6,25/10/1978,CREDITO
8888,COOP MEDICA DE CREDITO Y CONSUMO FORMOSA LTDA,Sin datos calle,SIN LOCALIDAD (08),SIN DEPARTAMENTO (08),FORMOSA,P3600,,,,26/10/1978,CREDITO - CONSUMO - CREDITO Y CONSUMO
8892,COOP DE PROVISION DE AGUA POTABLE CHIRIGUANOS LTDA,Sin datos calle,CHIRIGUANOS DR E RAMOS ME,BERMEJO (F),FORMOSA,P3632,,,,30/10/1978,SERVICIOS PUBLICOS - AGUA POTABLE
8893,COOP TAMBERA TOTORAL LTDA,DON BOSCO N° 300 B° DEPTO COLON,COLONIA CAROYA,COLON (CBA),CORDOBA,X5223,,,33-50568833-9,30/10/1978,AGROPECUARIA - AGROINDUSTRIAL - TAMBERA
8896,COOP DE PROVISION PARA REGANTES LORO HUASI LTDA,Sin datos calle,SANTA MARIA,SANTA MARIA (CAT),CATAMARCA,K4139,,,,30/10/1978,DE PROVISION
8897,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE ENRIQUE CARBO LTDA,3 DE FEBRERO N° 16,GUALEGUAYCHU,GUALEGUAYCHU,ENTRE RIOS,E2820,,,30-62920964-2,30/10/1978,SERVICIOS PUBLICOS - AGUA POTABLE
8898,COOP DE OBRAS Y SERVICIOS PUBLICOS BALNEARIO LAS GRUTAS LTDA,Sin datos calle,SAN ANTONIO OESTE,SAN ANTONIO (RN),RIO NEGRO,R8520,,,30-57372859-5,30/10/1978,SERVICIOS PUBLICOS
8900,COOP DE PROVISION DE SERVICIOS TELEFONICOS DE LA LONJA LTDA,RUTA 8 KM. 47,PILAR (BA),PILAR,BUENOS AIRES,B1629,,,30-59874735-7,30/10/1978,DE PROVISION
8901,"COOP DE CONSUMO, CREDITO Y VIVIENDA LTDA DEL PERSONAL DE PLASTICOS ROSARIO S.A.",Sin datos calle,ROSARIO,ROSARIO,SANTA FE,S2000,,,,30/10/1978,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
8902,COOP APICOLA GRANJERA DEL LITORAL LTDA,9 DE JULIO N° 2550,LAGUNA PAIVA,LA CAPITAL (SF),SANTA FE,S3020,,94156,33-59108946-9,30/10/1978,AGROPECUARIA - APICOLA
8903,COOP RURAL RADIOTELEFONICA DE SAN CAYETANO LTDA,12 DE OCTUBRE N° 210,SAN CAYETANO,SAN CAYETANO,BUENOS AIRES,B7521,,,30-66636319-8,30/10/1978,SERVICIOS PUBLICOS - TELEFONICA
8905,"FUMACO FABRICANTES UNIDOS DE MUEBLES Y AFINES DE CORREA COOP DE PROVISION, COMERC. Y CONSUMO LTDA",Sin datos calle,CORREA,IRIONDO,SANTA FE,S3506,,,30-58162075-2,30/10/1978,DE PROVISION - CONST. VIDR. MUEBLES Y ART. HOGAR
8907,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS LOS CHARRUAS LTDA,AV. F. RAMIREZ Y BELGRANO,LOS CHARRUAS,CONCORDIA,ENTRE RIOS,E3212,cooploscharruas@ciudad.com.ar,,30-56438622-3,30/10/1978,SERVICIOS PUBLICOS - AGUA POTABLE
8908,COOP AGROPECUARIA FELICIANO LTDA,,,,ENTRE RIOS,ACP,,,,30/10/1978,AGROPECUARIA
8909,COOP LTDA DE PROV. DE SERV. ELECTRICOS Y OTROS SERV. PUBLICOS DE FRAGA Y SU ZONA,SAN MARTIN N° 628,FRAGA,CORONEL PRINGLES (SL),SAN LUIS,D5736,,,33-58677281-9,30/10/1978,SERVICIOS PUBLICOS
8910,COOP DE SERVICIOS DE CORONDA LTDA (COSERCO),ESPAÑA N° 1245,CORONDA,SAN JERONIMO,SANTA FE,S2240AUC,coserco@infovia.com.ar,(0342)491-0010/1275,30-56757073-4,07/11/1978,SERVICIOS PUBLICOS
8911,COOP DE PROVISION DE RECREACION 10 DE OCTUBRE URDINARRAIN LTDA PARA EMPLEADOS DE LA COFAGUL,Sin datos calle,GUALEGUAYCHU,GUALEGUAYCHU,ENTRE RIOS,E2820,,,,10/11/1978,DE PROVISION
8912,COOP TELEFONICA DE VIV. Y DE OBRAS Y SERV. PUBL. COMODORO PY LTDA,COMODORO PY,BRAGADO,BRAGADO,BUENOS AIRES,B6641,,,30-57172329-4,10/11/1978,SERVICIOS PUBLICOS - TELEFONICA
8915,COOP DE PROVISION DE INSUMOS PARA TRANSPORTISTAS LTDA,RUTA 11 KM. 791,AVELLANEDA (SF),GENERAL OBLIGADO,SANTA FE,S3561,,(03482)481268/481850,30-56309083-5,17/11/1978,DE PROVISION
8917,COOP DE CONSUMO DEL PERSONAL DE EMPRESAS VASSALLI LTDA,ALTE. BROWN N° 1552,FIRMAT,GENERAL LOPEZ,SANTA FE,S2630,,,30-54727706-2,22/11/1978,CONSUMO
8921,COOP DE COLONIZACION Y VIVIENDA EL CHOCON LTDA,,,,NEUQUEN,ACP,,,,29/11/1978,VIVIENDA Y CONSTRUCCION
8922,COOP ELECTRICA Y AGROPECUARIA DE GENERAL RODRIGUEZ LTDA,Sin datos calle,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,BUENOS AIRES,B1748,,,,29/11/1978,SERVICIOS PUBLICOS - ELECTRICA
8923,COOP DE PROVISION DE VETERINARIOS LTDA,AMEGHINO N° 997,HAEDO,MORON,BUENOS AIRES,B1706,coprovet@rcc.com.ar,4443-0100,30-60496478-0,30/11/1978,DE PROVISION
8924,"COOP DE PROVISION DE AGUA POTABLE, VIVIENDA Y SERVICIOS ASISTENCIALES DE TOSTADO LTDA",JUAN D. PERON N° 1974,TOSTADO,9 DE JULIO (SF),SANTA FE,S3060,,0491-70471-71327,33-57186629-9,30/11/1978,SERVICIOS PUBLICOS
8926,COOP ALTO URUGUAY DE ELECTRICIDAD Y OTROS SERVICIOS PUBLICOS AGROPECUARIA FORESTAL DE INDUSTRIALIZAC,AV. SAN MARTIN N° 299,ALBA POSSE,25 DE MAYO (MI),MISIONES,N3363AEA,caul@arnet.com.ar,03755-493011/493197,30-59007304-7,06/12/1978,SERVICIOS PUBLICOS - ELECTRICA
8928,COOP DE CONSUMO Y VIVIENDA ENTRE EL PERSONAL DE LAS DESTILERIAS SAN IGNACIO S.A.C.I. MANANTIAL,Sin datos calle,LULES,LULES,TUCUMAN,T4128,,,,15/12/1978,VIVIENDA Y CONSTRUCCION - CONSUMO - VIVIENDA
8929,COOP DE PROVISION DE LOS TALLERES DE REPARACIONES DE AUTOMOTORES Y AFINES CO-PRO LTDA,Sin datos calle,ROSARIO,ROSARIO,SANTA FE,S2000,,,,18/12/1978,DE PROVISION
8930,COOP DE VIVIENDA PLAYA CHAPADMALAL LTDA,MORENO N° 957 piso 5 Of/Dto/Loc:3,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1091,,4334-7320,30-59269805-2,20/12/1978,VIVIENDA Y CONSTRUCCION - SOLAMENTE
8931,COOP DE PROVISION DE AGUA POTABLE GENERAL MITRE LTDA,Sin datos calle B° LOC.:VILLA GENERAL MITRE,SIN LOCALIDAD (21),SIN DEPARTAMENTO (21),SANTIAGO DEL ESTERO,G2356,,,,20/12/1978,SERVICIOS PUBLICOS - AGUA POTABLE
8933,COOP DE PROVISION DE SERV. MENSAJES RURALES LTDA,MARIANO PEREYRA N° 1236,LAPRIDA (1846),LAPRIDA,BUENOS AIRES,B7414,,,30-66656243-3,21/12/1978,"DE PROVISION - TEATRO, CINE, RADIO, TV, AFINES"
8934,"COOP DE VIVIENDA, CREDITO Y CONSUMO BARILOCHE LTDA",CORDOBA N° 838 piso 1° Of/Dto/Loc:5,SAN MIGUEL DE TUCUMAN,CAPITAL (TUC),TUCUMAN,T4000,,,30-62883788-7,22/12/1972,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
8936,COOP DE EMPRENDIMIENTOS MULTIPLES SUDECOR LITORAL LTDA,CORDOBA N° 399,BELL VILLE,UNION,CORDOBA,X2550AAG,info@sudecor.com,03534-411111,30-57130220-5,28/12/1978,CREDITO
8937,COOP DE PROVISION Y COMERCIALIZACION PARA PRODUCTORES DE SEMILLAS DEL I.N.T.A. LTDA,Sin datos calle,REALICO,REALICO,LA PAMPA,L6200,,,,06/02/1979,DE PROVISION
8939,COOP DE PROVISION DE OBRAS Y SERVICIOS PUBLICOS Y CREDITOS DE CHABAS LTDA,LAS HERAS N° 1616,CHABAS,CASEROS,SANTA FE,S2173,,03464 - 480467,30-58594652-0,07/02/1979,SERVICIOS PUBLICOS
8940,MERCADO REGIONAL RAWSON COOP DE CONSUMO CREDITO Y SERVICIOS LTDA,AMAN RAWSON  N° 86,BARRIO RAWSON,RAWSON (SJ),SAN JUAN,J5425XAB,,,30-65255861-1,08/02/1979,CONSUMO - SOLAMENTE
8942,"COOP DE VIVIENDA BARILOCHE DE OFICIALES, SUBOFICIALES Y PERSONAL CIVIL DEL EJERCITO Y GENDARMERIA .",ALGARROBO N° 1445 B° Bº COVIBAR,SAN C. DE BARILOCHE,BARILOCHE,RIO NEGRO,R8400,,,30-64892265-1,13/02/1979,VIVIENDA Y CONSTRUCCION - SOLAMENTE
8944,COOP FAMILIAR DE CONSUMO Y CREDITO LTDA PARA EL PERSONAL DE LA IMPRENTA DEL CONGRESO DE LA NACION,BARTOLOME MITRE N° 1225 piso 5° Of/Dto/Loc:507,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1036,,,30-64464222-0,15/02/1979,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
8945,BANCO CREDICOOP COOP LTDO,RECONQUISTA N° 484,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1003ABJ,credicoop@rcc.com.ar,4320-5000,30-57142135-2,19/02/1979,CREDITO
8947,COOP INTEGRAL COINAG LTDA,BV. RONDEAU N° 3633,ROSARIO,ROSARIO,SANTA FE,S2000PCC,gerencia@coinag.com.ar,0341-4546162,30-57219345-0,23/02/1979,CREDITO
8950,COOP DE BANCARIOS SAN FRANCISCO LTDA DE CONSUMO Y VIVIENDA,C. PELLEGRINI N° 563,SAN FRANCISCO,SAN JUSTO (CBA),CORDOBA,X2400,,0564-21976,30-56747287-2,28/02/1979,CONSUMO
8951,COOP MEDICA DE TRABAJO CONCEPCION DEL URUGUAY INSTITUTO DE DIAGNOSTICO Y CIRUGIA LTDA,Sin datos calle,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RIOS,E3260,,,30-54615276-2,01/03/1979,TRABAJO
8952,"COOP DE PROVISION DE OBRAS Y SERVICIOS PUBLICOS, VIVIENDA Y CREDITO LTDA DE MARCOS JUAREZ",9 DE JULIO N° 118,MARCOS JUAREZ,MARCOS JUAREZ,CORDOBA,X2580,,03472-458671/672,33-57071688-9,02/03/1979,SERVICIOS PUBLICOS
8955,COOP DE TRABAJO DE SERV. INTEGRAL DE REHABILITACION LTDA S.I.R.,Sin datos calle,SAN MIGUEL DE TUCUMAN,CAPITAL (TUC),TUCUMAN,T4000,,,,06/03/1979,TRABAJO
8957,"COOP DE VIVIENDA, CONSUMO Y CREDITO ALTA BARDA LTDA NEUQUEN",GATICA duplex 36 N° 640,NEUQUEN,CONFLUENCIA,NEUQUEN,Q8302DRN,coopaltabarada@hotmail.com,0299-4473295,30-62295677-9,07/03/1979,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
8958,COOP DE VIVIENDA Y URBANIZACION MARIANO MORENO LTDA,"BURGOS ESQ. S. PEÑA B° MONOBLOK ""T""",LAS HERAS (Mza),LAS HERAS,MENDOZA,M5539,,4305684,30-59372611-4,07/03/1979,VIVIENDA Y CONSTRUCCION
8962,COOP DE PROVISION DE AGUA POTABLE SAN PEDRO LTDA,LIBERTAD N° 725,VILLA GUASAYAN,GUASAYAN,SANTIAGO DEL ESTERO,G4238,,085-211852,30-67504251-5,12/03/1979,SERVICIOS PUBLICOS - AGUA POTABLE
8963,COOP DE TRABAJO Y DE CONSUMO OBREROS GRAFICOS LTDA,Sin datos calle,SAN JUAN,CAPITAL (SJ),SAN JUAN,J5400,,,30-58967397-9,12/03/1979,TRABAJO - CONSUMO
8968,BANCO UDECOOP COOP LTDO,Sin datos calle,ROSARIO,ROSARIO,SANTA FE,S2000,,,33-57063638-9,15/03/1979,CREDITO
8969,COOP AGRICOLA GANADERA EL ESPINILLO LTDA,Sin datos calle,EL ESPINILLO,PILAGAS,FORMOSA,P3615,,,,19/03/1979,AGROPECUARIA - SIN INDUSTRIALIZACION - MIXTA (AGR-GAN)
8970,COOP DE PROVISION Y CONSUMO DE CARNICEROS NOR-OESTE LTDA,Sin datos calle,TOSTADO,9 DE JULIO (SF),SANTA FE,S3060,,,,19/03/1979,DE PROVISION - CARNICERIA
8974,COOP DE PROVISION DE COMERCIANTES MINORISTAS DE MUEBLES Y ARTICULOS PARA EL HOGAR LTDA COPROGAR.,REPUBLICA DEL LIBANO N° 145,BERNAL,QUILMES,BUENOS AIRES,B1876,,,30-59363439-2,26/03/1979,DE PROVISION - CONST. VIDR. MUEBLES Y ART. HOGAR
8976,COOP INSTITUCIONAL DE INVERSION Y VIVIENDA LTDA,URQUIZA N° 1072,PARANA,PARANA,ENTRE RIOS,E3100,,,30-57167552-4,27/03/1979,CREDITO - VIVIENDA
8983,"""DE LOS ARROYOS"" COOP DE EMPRENDIMIENTOS MULTIPLES LTDA",SAN MARTIN Y ESPAÑA,SANTA TERESA,CONSTITUCION,SANTA FE,S2111,delosarroyos@arnet.com.ar,03460-420097/20282,30-57002752-9,30/03/1979,CREDITO
8986,COPROA COOP DE PROVISION DE SERVICIOS PARA PRODUCTORES DE SEGUROS LTDA,AV. ENTRE RIOS N° 1082,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1080,coproa@giga.com.ar,304-2855/2870,30-62418504-4,05/04/1979,DE SEGUROS
8990,COOP DE PROVISION DE OBRAS Y SERV. PUBLICOS Y VIV. DE CORONEL SUAREZ LTDA,RIVADAVIA N° 542,CORONEL SUAREZ,CORONEL SUAREZ,BUENOS AIRES,B7540,covisuar@infovia.com.ar,02926-430204/423487,33-58243622-9,10/04/1979,SERVICIOS PUBLICOS
8993,COOP INTEGRAL DE CONSUMO Y VIVIENDA DE BARRANCAS LTDA,Sin datos calle,BARRANCAS,SAN JERONIMO,SANTA FE,S2246,,,,19/04/1979,VIVIENDA Y CONSTRUCCION - CONSUMO - VIVIENDA
8994,COOP DE TRABAJO DECOR SERVICE DE ALFOMBRAMIENTO Y EMPAPELADOS LTDA,AV. CORRIENTES N° 2164 piso 18° Of/Dto/Loc:H,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1045,,4953-6158,30-61615784-8,24/04/1979,TRABAJO
8995,BANCO BIRCO COOP LTDA,Sin datos calle,RUFINO,GENERAL LOPEZ,SANTA FE,S6100,,,30-58097243-4,25/04/1979,CREDITO
8996,COOP AGRICOLA GANADERA ANTA LTDA,,,,SALTA,ACP,,,30-59501813-3,27/04/1979,AGROPECUARIA - SIN INDUSTRIALIZACION - MIXTA (AGR-GAN)
8997,COOP DE INDUSTRIALIZACION Y COMERCIALIZACION UNION PRODUCTORES TAMBEROS DE VELA LTDA,PROLONGACION AVDA.TANDIL S/N,TANDIL,TANDIL,BUENOS AIRES,B7000,,,30-61570467-5,30/04/1979,AGROPECUARIA - AGROINDUSTRIAL - TAMBERA
9000,COOP INTEGRAL INDEPENDENCIA LTDA,AV. BELGRANO N° 1166,CARCARAÑA,SAN LORENZO (SF),SANTA FE,S2138AFW,administracion@coopinde.com.ar,0341-4941384,30-57008385-2,03/05/1979,CREDITO
9001,COOP DE VIVIENDA Y CONSUMO MADRE DEL PUEBLO LTDA,AV. P. MORENO Y AV. F. FERNAZ,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1437,,,,03/05/1979,VIVIENDA Y CONSTRUCCION - CONSUMO - VIVIENDA
9004,"COOP DE PROVISION DE OBRAS, SERVICIOS PUBLICOS, SOCIALES Y ASISTENCIALES Y VIVIENDA TRES DE JULIO LT",25 DE MAYO N° 1312,PILAR (SF),LAS COLONIAS,SANTA FE,S3085,c3julio@pilar-sfe.com.ar,(03404) 470-216/444,30-58243554-1,11/05/1979,SERVICIOS PUBLICOS
9006,"COOP TELEFONICA Y DE OTROS SERVICIOS PUBLICOS,CONSUMO Y VIVIENDA LOPEZ CAMELO LTDA COTELCAM",QUIRNO COSTA N° 3318 B° EL TALAR,GENERAL PACHECO,TIGRE,BUENOS AIRES,B1618,,(03327) 45-5000/2100/3000,30-55975906-2,14/05/1979,SERVICIOS PUBLICOS
9009,COOP TELEFONICA PALPALA LTDA,AVDA. SAN MARTIN N° 40,PALPALA (P),PALPALA,JUJUY,Y4612FFN,cootepal@cootepal.com.ar,0388-4274906/4274910,33-55883768-9,15/05/1979,SERVICIOS PUBLICOS
9010,COOP AGRICOLA DE SAN JOSE DE YACUY LTDA,Sin datos calle B° Loc. San Martin,SIN LOCALIDAD (16),SIN DEPARTAMENTO (16),SALTA,A4421,,,,16/05/1979,AGROPECUARIA
9011,"COOP DE TRABAJO, CONSUMO Y VIVIENDA 5 DE NOVIEMBRE LTDA",SARMIENTO N° 1967 Of/Dto/Loc:4,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1044,,,30-58715217-3,16/05/1979,TRABAJO
9014,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERV. PUBLICOS DE ABASTO LTDA,CALLE 520 E/209 Y 210,ABASTO,LA PLATA,BUENOS AIRES,B1088,,,30-64245243-2,17/05/1979,SERVICIOS PUBLICOS - AGUA POTABLE
9017,"COOP DE PROVISION, CONSUMO Y AFINES LTDA C.I.M.",Sin datos calle,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,21/05/1979,DE PROVISION
9018,COOP DE PROVISION Y AGUA POTABLE Y OTROS SERV. PUBLICOS GRAN GUARDIA LTDA,Sin datos calle,GRAN GUARDIA,FORMOSA,FORMOSA,P3604,,,30-56431720-5,21/05/1979,SERVICIOS PUBLICOS - AGUA POTABLE
9019,BANCO VALLEMAR COOP LTDO,RIVADAVIA N° 302,PUNTA ALTA,CORONEL ROSALES,BUENOS AIRES,B8109,,21767,30-57335670-1,21/05/1979,CREDITO
9023,"COOP DE PROVISION, TRANSFORMACION Y COMERCIALIZACION DE CARNES 2 DE JUNIO LTDA",Sin datos calle,LAS ROSAS,BELGRANO (SF),SANTA FE,S2520,,,,23/05/1979,DE PROVISION - CARNICERIA
9028,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERV. PUBL. ESTANISLAO DEL CAMPO LTDA,Sin datos calle,ESTANISLAO DEL CAMPO,PATIÑO,FORMOSA,P3626,,,,28/05/1979,SERVICIOS PUBLICOS - AGUA POTABLE
9030,COOP DE PROVISION DE RECTIFICADORES DE CORDOBA LTDA CRAC,RODRIGUEZ PEÑA N° 480,CORDOBA,CAPITAL (CBA),CORDOBA,X5000,,,30-57946188-4,28/05/1979,DE PROVISION
9032,COOP DE PROVISION DE OBRAS Y SERVICIOS PUBLICOS DE FUENTES LTDA,BV. INDEPENDENCIA N° 284,FUENTES,SAN LORENZO (SF),SANTA FE,S2123,fuentes@dat1.net.ar,(03464) 493500/01,30-59007328-4,31/05/1979,SERVICIOS PUBLICOS
9033,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERV. PUBLICOS PUEBLO LIEBIG LTDA,Sin datos calle,PUEBLO LIEBIG S,COLON (ER),ENTRE RIOS,E3281,,,,31/05/1979,SERVICIOS PUBLICOS - AGUA POTABLE
9037,COOP DE PROVISION DE SERV. DE MENSAJERIA RURAL ROJAS LTDA,AVDA. 25 DE MAYO N° 383 B° LOC. ROJAS,SIN LOCALIDAD (12),SIN DEPARTAMENTO (12),MENDOZA,M2705,,,30-62075572-5,06/06/1979,"DE PROVISION - TEATRO, CINE, RADIO, TV, AFINES"
9039,COOP DE PROVISION DE SERV. TERMALES DE LAGO EPECUEN LTDA,Sin datos calle,ADOLFO ALSINA,ADOLFO ALSINA (BA),BUENOS AIRES,B6430,,,,08/06/1979,DE PROVISION
9041,COOP MANFREDI DE PROVISION Y COMERCIALIZACION PARA PRODUCTORES DE SEMILLAS LTDA,RUTA PROV. 29 N° 1 B° MANFREDI,MANFREDI,RIO SEGUNDO,CORDOBA,X5960,,,30-57832850-1,12/06/1979,DE PROVISION
9042,COOP DE PROVISION DE OBRAS Y SERV. PUBLICOS LA HIGUERA LTDA,Sin datos calle,CRUZ DEL EJE,CRUZ DEL EJE,CORDOBA,X5285,,,30-63674938-5,13/06/1979,SERVICIOS PUBLICOS
9045,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE ASCENSION LTDA,AV LIBERTAD Y CORRIENTES 2,ASCENCION,GENERAL ARENALES,BUENOS AIRES,B6003,cospal@coopint.com.ar,(02353)496208/000,30-58914287-6,14/06/1979,SERVICIOS PUBLICOS
9046,COOP BERMEJO DE VIVIENDAS Y URBANIZACION LTDA,MATHUS N° 1438 B°,BERMEJO,GUAYMALLEN,MENDOZA,M5533,,,30-67696444-0,14/06/1979,VIVIENDA Y CONSTRUCCION
9051,COOP DE VIVIENDA Y CONSUMO PAMPA LTDA,ING. RATERY Y ROSALES Of/Dto/Loc:18,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,B7800,,,30-65681372-1,18/06/1979,VIVIENDA Y CONSTRUCCION - CONSUMO - VIVIENDA
9052,COOP AGROPECUARIA GOBERNADOR MARTINEZ LTDA,AV. SARMIENTO,GOBERNADOR JUAN E MARTINEZ,LAVALLE (CTE),CORRIENTES,W3445,,,30-62421047-2,18/06/1979,AGROPECUARIA
9054,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERV. PUBLICOS HERRADURA LTDA,Sin datos calle,SAN FRANCISCO DE LAISHI,LAISHI,FORMOSA,P3601,,,,18/06/1979,SERVICIOS PUBLICOS - AGUA POTABLE
9055,COOP DE EMPRENDIMIENTOS MULTIPLES MERIDIONAL LTDA,AV.BELGRANO N° 321,ALTA GRACIA,SANTA MARIA (CBA),CORDOBA,X5186,,0547-22112,30-59101747-7,19/06/1979,CREDITO
9056,COOP DE TRBAJO Y CONSUMO LA CARPINCHA LTDA,VILLA N° 213,VILLA DOS TRECE,PIRANE,FORMOSA,P3603,,,,21/06/1979,TRABAJO - CONSUMO
9057,COOP DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS CATANEO CUE LTDA,Sin datos calle,GENERAL MANUEL BELGRANO,PATIÑO,FORMOSA,P3615,,,,21/06/1979,SERVICIOS PUBLICOS - AGUA POTABLE
9059,"COOP DE PROVISION DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS ""EL PICASO"" LTDA",SARMIENTO Y LAVALLE,PIRANE,PIRANE,FORMOSA,P3606,,,30-58912502-5,22/06/1979,SERVICIOS PUBLICOS - AGUA POTABLE
9063,COOP AGROPECUARIA EL PORVENIR LTDA,Sin datos calle,ROSARIO,ROSARIO,SANTA FE,S2101,,,30-61218075-6,27/06/1979,AGROPECUARIA
9064,"COOP DE CREDITO, CONSUMO Y VIVIENDA MEDICA JUJUY LTDA",Sin datos calle,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,30-58243585-1,29/06/1979,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
9066,COOP TELEFONICA DE AGUA POTABLE Y OTROS SERVICIOS PUBLICOS DE CARABELAS LTDA,RIVADAVIA Y PUEYRREDON,CARABELAS,ROJAS,BUENOS AIRES,B2703,,,30-57501037-3,03/07/1979,SERVICIOS PUBLICOS
9072,COOP TELEFONICA DE SAN JERONIMO DEL SAUCE LTDA,Sin datos calle,SAN JERONIMO DEL SAUCE,LAS COLONIAS,SANTA FE,S3009,,,,06/07/1979,SERVICIOS PUBLICOS - TELEFONICA
9074,COOP ELECTRICA Y DE SERVICIOS PUBLICOS UCACHA LTDA,ENTRE RIOS N° 98,UCACHA,JUAREZ CELMAN,CORDOBA,X2677,coopelucacha@ucachanet.com.ar,0353-4883398,30-61494815-5,11/07/1979,SERVICIOS PUBLICOS
9075,COOP DE PROVISION DE ALMACENEROS DE LOBOS LTDA,Sin datos calle,LOBOS,LOBOS,BUENOS AIRES,B7240,,,,11/07/1979,DE PROVISION - ALMACENERA
9076,COOP TAMBERA GENACITO SAN ANTONIO LTDA,Sin datos calle,SAN ANTONIO (07),LA PAZ (ER),ENTRE RIOS,E2826,,,,12/07/1979,AGROPECUARIA - AGROINDUSTRIAL - TAMBERA
9079,COOP DE PROVISION Y CONSUMO 7 DE NOVIEMBRE LTDA,Sin datos calle,SAN MIGUEL DE TUCUMAN,CAPITAL (TUC),TUCUMAN,T4000,,,,13/07/1979,DE PROVISION
